,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
4513,2018 Honda City,Petrol,"36,000 kms",1497,Manual,17.4 kmpl,5,White,117.6,Ventilated Disc,Drum,-,1495,1695,4440,1436,-,189 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,8.85 Lakh
4514,2020 Hyundai Venue,Petrol,"10,800 kms",998,Manual,18.27 kmpl,5,White,118.35,Disc,Drum,-,1605,1770,3995,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,10.25 Lakh
4515,2015 Honda CR-V,Petrol,"55,002 kms",2354,Automatic,12.0 kmpl,5,Silver,187.4,Disc,Disc,-,1685,1820,4545,-,-,190 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,12 Lakh
4516,2020 Kia Seltos,Petrol,"5,000 kms",1497,Manual,16.8 kmpl,5,Maroon,113.42,Disc,Drum,-,1645,1800,4315,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,10.5 Lakh
4517,2012 Hyundai i10,Petrol,"30,000 kms",1086,Manual,19.81 kmpl,5,White,68.05,Ventilated Disc,Drum,-,1550,1595,3585,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.3 Lakh
4518,2015 Hyundai Creta,Diesel,"65,286 kms",1582,Manual,19.67 kmpl,5,Blue,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.35 Lakh
4519,2011 Hyundai i10,Petrol,"28,000 kms",1197,Manual,20.36 kmpl,5,White,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.3 Lakh
4520,2016 Mahindra KUV 100,Diesel,"48,500 kms",1198,Manual,25.32 kmpl,6,Silver,77,Disc,Drum,-,1635,1715,3675,-,-,160 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.45 Lakh
4521,2012 Hyundai i10,Petrol,"67,000 kms",1197,Automatic,16.95 kmpl,5,Silver,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.75 Lakh
4522,2014 Hyundai i20,Petrol,"66,365 kms",1197,Manual,18.5 kmpl,5,Blue,82.9,Disc,Drum,-,1505,1710,3995,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.75 Lakh
4523,2018 Maruti Swift Dzire,Diesel,"37,049 kms",1248,Manual,19.3 kmpl,5,Magna Grey,73.9,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,6.5 Lakh
4524,2009 Honda Jazz,Petrol,"48,000 kms",1198,Manual,16.0 kmpl,5,Maroon,90,Disc,Drum,-,1535,1695,3900,-,-,165 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.1 Lakh
4525,2017 Audi Q3,Diesel,"35,000 kms",1968,Automatic,15.73 kmpl,5,White,174.33,Disc,Disc,-,1608,2019,4388,2185,-,212 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4526,2020 Audi A6,Petrol,"15,000 kms",1984,Automatic,14.11 kmpl,5,Black,241.3,Ventilated Disc,Ventilated Disc,-,1457,2110,4939,2345Kg,-,250Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,50 Lakh
4527,2014 Mahindra Quanto,Diesel,"61,284 kms",1493,Manual,17.21 kmpl,7,Brown,100,Disc,Drum,-,1880,1850,3985,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.65 Lakh
4528,2013 Mahindra Bolero Power Plus,Diesel,"62,000 kms",1493,Manual,16.5 kmpl,7,White,70,Disc,Drum,-,1880,1745,3995,-,-,117 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.25 Lakh
4529,2016 Hyundai Grand i10,Diesel,"41,200 kms",1120,Manual,24.0 kmpl,5,Silver,70,Disc,Drum,-,1520,1660,3765,-,-,157 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.85 Lakh
4530,2020 BMW X7,Diesel,"3,990 kms",2993,Automatic,13.38 kmpl,7,Blue,261.5,Disc,Disc,-,1805,2000,5150,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.15 Cr
4531,2015 Maruti SX4 S Cross,Diesel,"43,000 kms",1248,Manual,23.65 kmpl,5,Grey,88.5,Ventilated Disc,Solid Disc,-,1595,1785,4300,1670,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.85 Lakh
4532,2012 Hyundai Verna,Petrol,"52,000 kms",1591,Manual,17.01 kmpl,5,White,121.3,Disc,Drum,-,1475,1700,4375,-,-,196km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,3.9 Lakh
4533,2015 Hyundai i10,Petrol,"55,000 kms",1197,Manual,20.36 kmpl,5,Silver,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.1 Lakh
4534,2016 Maruti Wagon R,CNG,"81,090 kms",998,Manual,26.6 km/kg,5,Silver,58.16,Ventilated Disc,Drum,-,1700,1495,3599,1350,-,137 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.75 Lakh
4535,2013 Hyundai Verna,Petrol,"51,000 kms",1591,Manual,17.01 kmpl,5,Silver,121.3,Disc,Drum,-,1475,1700,4375,-,-,196km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,3.95 Lakh
4536,2009 Honda City,Petrol,"53,000 kms",1497,Automatic,16.8 kmpl,5,Grey,116.4,Disc,Drum,-,1485,1695,4440,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.85 Lakh
4537,2018 Audi A3,Diesel,"20,000 kms",1968,Automatic,20.38 kmpl,5,Red,143,Ventilated Disc,Disc,-,1416,1796,4458,1890,-,215 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,23.95 Lakh
4538,2015 Ford Ecosport,Diesel,"42,000 kms",1498,Manual,21.7 kmpl,5,White,98.96,Ventilated Disc,Drum,-,1647,1765,3998,1690Kg,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,5.2 Lakh
4539,2011 Chevrolet Optra Magnum,Diesel,"88,000 kms",1991,Manual,16.52 kmpl,5,Black,123.7,Ventilated Disc,Disc,-,1445,1725,4540,-,-,189km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,1.45 Lakh
4540,2018 Mahindra XUV500,Diesel,"52,923 kms",2179,Manual,16.0 kmpl,7,Silver,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,11.5 Lakh
4541,2019 Mahindra XUV300,Diesel,"50,000 kms",1497,Manual,20.0 kmpl,5,Red,115,Disc,Disc,-,1627,1821,3995,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,10.25 Lakh
4542,2018 Jeep Compass,Diesel,"50,001 kms",1956,Manual,17.1 kmpl,5,Grey,170,Disc,Discs,-,1640,1818,4395,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,15.4 Lakh
4543,2018 Volkswagen Vento,Petrol,"59,000 kms",1197,Automatic,18.19 kmpl,5,Black,103.2,Ventilated Disc,Drum,-,1467,1699,4390,1720,-,185 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,8.95 Lakh
4544,2016 Honda Jazz,Petrol,"77,000 kms",1199,Automatic,19.0 kmpl,5,Silver,88.7,Disc,Drum,-,1544,1694,3955,-,-,172 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.95 Lakh
4545,2013 Hyundai i20,Petrol,"55,000 kms",1197,Manual,18.5 kmpl,5,White,82.85,Disc,Drum,-,1505,1710,3995,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.55 Lakh
4546,2015 Maruti Eeco,CNG,"65,000 kms",1196,Manual,20.88 km/kg,5,Silver,61.7,Disc,Drum,-,1825,1475,3675,1510,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.45 Lakh
4547,2017 BMW 3 Series,Diesel,"47,000 kms",1995,Automatic,22.69 kmpl,5,White,190,Disc,Disc,-,1429,1811,4824,-,-,230 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4548,2017 Toyota Innova Crysta,Diesel,"45,000 kms",2755,Automatic,11.36 kmpl,7,Silver,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,15.99 Lakh
4549,2019 Hyundai Verna,Petrol,"23,415 kms",1591,Automatic,17.0 kmpl,5,White,121.3,Disc,Drum,-,1475,1729,4440,-,-,158.83 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,12.5 Lakh
4550,2017 BMW 3 Series,Diesel,"46,000 kms",1995,Automatic,22.69 kmpl,5,White,190,Disc,Disc,-,1429,1811,4824,-,-,230 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4551,2017 Mahindra Scorpio,Diesel,"77,453 kms",2179,Manual,15.4 kmpl,7,White,120,Disc,Drum,-,1995,1820,4456,2510,-,150 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,11 Lakh
4552,2018 Skoda Octavia,Petrol,"28,000 kms",1798,Automatic,15.1 kmpl,5,Silver,178,Disc,Disc,-,1476,1814,4670,1860,-,220 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,21.5 Lakh
4553,2017 Ford Ecosport,Petrol,"40,000 kms",1497,Automatic,14.8 kmpl,5,Silver,121.36,Ventilated Disc,Drum,-,1647,1765,3998,1705Kg,-,171.43 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.5 Lakh
4554,2016 Honda Brio,Petrol,"40,000 kms",1198,Manual,19.4 kmpl,5,Brown,86.8,Disc,Drum,-,1500,1680,3610,-,-,164 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.1 Lakh
4555,2014 Maruti Swift Dzire,Diesel,"1,10,000 kms",1248,Manual,23.4 kmpl,5,-,74,Ventilated Disc,Drum,-,1555,1695,3995,1505,-,162 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.2 Lakh
4556,2017 Maruti Vitara Brezza,Diesel,"68,000 kms",1248,Manual,24.3 kmpl,5,Cherry,88.5,Ventilated Disc,Drum,-,1640,1790,3995,1680,-,172 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.25 Lakh
4557,2015 Honda City,Diesel,"68,000 kms",1498,Manual,26.0 kmpl,5,White,98.6,Disc,Drum,-,1495,1695,4440,-,-,175 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.15 Lakh
4558,2011 Maruti Swift Dzire,Petrol,"55,000 kms",1197,Manual,20.85 kmpl,5,Silver,83.14,Ventilated Disc,Drum,-,1555,1695,3995,1415,-,158 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.5 Lakh
4559,2013 Mini Cooper,Petrol,"59,999 kms",1998,Automatic,16.72 kmpl,4,Blue,189.08,Disc,Disc,-,1415,1727,3850,1765,-,228 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,15 Lakh
4560,2018 Ford Ecosport,Diesel,"66,366 kms",1498,Manual,23.0 kmpl,5,Grey,98.96,Ventilated Disc,Drum,-,1647,1765,3998,1690Kg,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,8.25 Lakh
4561,2017 Mahindra Thar,Diesel,"35,000 kms",2498,Manual,16.55 kmpl,6,Black,105,Disc,Drum,-,1930,1726,3920,-,-,154 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,8.25 Lakh
4562,2013 Mercedes-Benz E-Class,Diesel,"38,890 kms",2143,Automatic,13.0 kmpl,5,Black,204,Disc,Disc,-,1474,1854,4879,2280,-,242km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,16.99 Lakh
4563,2013 Mercedes-Benz E-Class,Diesel,"38,890 kms",2143,Automatic,13.0 kmpl,5,Black,204,Disc,Disc,-,1474,1854,4879,2280,-,242km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,16.99 Lakh
4564,2014 Maruti Wagon R,Petrol,"33,000 kms",998,Manual,21.79 kmpl,5,White,67.05,Disc,Drum,-,1675,1620,3655,1340,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3 Lakh
4565,2010 Maruti Ritz,Petrol,"69,000 kms",1197,Manual,18.5 kmpl,5,White,85.8,Ventilated Disc,Drum,-,1620,1680,3775,1430,-,156 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,1.99 Lakh
4566,2016 Toyota Innova Crysta,Diesel,"55,000 kms",2755,Automatic,11.36 kmpl,7,Silver,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,15.5 Lakh
4567,2020 Maruti Baleno,Petrol,"7,000 kms",1197,Manual,21.01 kmpl,5,Blue,81.8,Disc,Drum,-,1510,1745,3995,1340,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,7 Lakh
4568,2015 Hyundai i20,Petrol,"45,000 kms",1197,Manual,18.6 kmpl,5,White,81.83,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,4.9 Lakh
4569,2020 Honda Civic,Petrol,"3,000 kms",1799,Automatic,16.5 kmpl,5,Silver,139.46,Disc,Disc,-,1433,1799,4656,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,21 Lakh
4570,2018 Jeep Compass,Petrol,"21,000 kms",1368,Automatic,16.0 kmpl,5,Black,160,Disc,Discs,-,1640,1818,4395,-,-,186.69 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,15.9 Lakh
4571,2017 Nissan Sunny,Petrol,"29,000 kms",1498,Automatic,17.5 kmpl,5,Brown,99.6,Disc,Drum,-,1515,1695,4455,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.85 Lakh
4572,2013 Mahindra XUV500,Diesel,"68,652 kms",2179,Manual,15.1 kmpl,7,Black,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.85 Lakh
4573,2015 Audi Q3,Diesel,"82,100 kms",1968,Automatic,17.32 kmpl,5,Silver,150,Disc,Disc,-,1608,2019,4388,2030,-,202 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,16.25 Lakh
4574,2015 Mercedes-Benz New C-Class,Diesel,"17,000 kms",2143,Automatic,19.27 kmpl,5,White,167.62,Disc,Disc,-,1442,2020,4686,2135,-,233 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4575,2018 Hyundai Verna,Petrol,"41,000 kms",1591,Manual,17.0 kmpl,5,White,121.3,Disc,Drum,-,1475,1729,4440,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,9.5 Lakh
4576,2018 Ford Endeavour,Diesel,"27,000 kms",3198,Automatic,10.91 kmpl,7,Red,197,Disc,Disc,-,1837,1860,4892,-,-,160.2 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,31.5 Lakh
4577,2015 Toyota Innova,Diesel,"61,280 kms",2494,Manual,12.99 kmpl,8,Golden,100.6,Ventilated Disc,Leading-Trailing Drum,-,1760,1765,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,9 Lakh
4578,2018 Mercedes-Benz E-Class,Diesel,"2,600 kms",2987,Automatic,17.0 kmpl,5,Grey,254.8,Ventilated Disc,Disc,-,1494,1860,5063,-,-,250 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,58 Lakh
4579,2018 Hyundai Grand i10,Petrol,"45,000 kms",1197,Manual,18.9 kmpl,5,White,81.86,Disc,Drum,-,1520,1660,3765,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,5.15 Lakh
4580,2020 MG Hector,Diesel,"19,000 kms",1956,Manual,17.41 kmpl,5,White,167.68,Disc,Disc,-,1760,1835,4655,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,19.25 Lakh
4581,2016 Volkswagen Ameo,Petrol,"63,000 kms",1198,Manual,17.0 kmpl,5,Grey,73.75,Disc,Drum,-,1483,1682,3995,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,4.45 Lakh
4582,2017 Jaguar F-Pace,Diesel,"24,000 kms",1999,Automatic,16.38 kmpl,5,Red,177,Disc,Disc,-,1651,2175,4731,2460,-,208 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,43.5 Lakh
4583,2009 Maruti Ritz,Petrol,"61,284 kms",1197,Manual,21.1 kmpl,5,Blue,85.8,Ventilated Disk,Drum,-,1620,1680,3715,1520,-,156km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,1.95 Lakh
4584,2017 Jaguar F-Pace,Diesel,"24,000 kms",1999,Automatic,16.38 kmpl,5,Red,177,Disc,Disc,-,1651,2175,4731,2460,-,208 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,43.5 Lakh
4585,2018 Mercedes-Benz CLA,Diesel,"18,000 kms",2143,Automatic,17.9 kmpl,5,Red,136,Disc,Disc,-,1432,2032,4630,2005,-,220 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,28 Lakh
4586,2020 Tata Altroz,Petrol,"7,000 kms",1199,Manual,19.05 kmpl,5,White,84.88,Disc,Drum,-,1523,1755,3990,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,7.5 Lakh
4587,2015 Toyota Corolla Altis,Petrol,"57,000 kms",1798,Manual,14.28 kmpl,5,Silver,138.03,Ventilated Disc,Solid Disc,-,1475,1776,4620,1650,-,200 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,9.9 Lakh
4588,2017 Maruti Ertiga,Petrol,"60,000 kms",1373,Manual,17.5 kmpl,7,Blue,91.1,Ventilated Disc,Drum,-,1685,1695,4296,-,-,164 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.85 Lakh
4589,2017 Toyota Fortuner,Diesel,"1,00,000 kms",2755,Automatic,12.9 kmpl,7,Black,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2610Kg,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,26.5 Lakh
4590,2015 Maruti SX4 S Cross,Diesel,"85,000 kms",1248,Manual,23.65 kmpl,5,Grey,88.5,Ventilated Disc,Solid Disc,-,1595,1785,4300,1670,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.9 Lakh
4591,2020 BMW X7,Diesel,"5,000 kms",2993,Automatic,13.38 kmpl,7,Black,261.5,Disc,Disc,-,1805,2000,5150,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.18 Cr
4592,2016 Skoda Superb,Petrol,"55,000 kms",1798,Automatic,14.67 kmpl,5,White,177.46,Disc,Disc,-,1483,1864,4861,2030,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,17 Lakh
4593,2014 Mahindra XUV500,Diesel,"72,000 kms",2179,Manual,16.0 kmpl,7,White,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.75 Lakh
4594,2016 Hyundai i20,Diesel,"97,000 kms",1396,Manual,22.54 kmpl,5,White,88.73,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.4 Lakh
4595,2017 Honda City,Petrol,"55,000 kms",1497,Manual,17.8 kmpl,5,Silver,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.25 Lakh
4596,2009 Honda City,Petrol,"88,000 kms",1497,Manual,16.8 kmpl,5,Silver,116.4,Disc,Drum,-,1485,1695,4440,-,-,,https://www.cardekho.com/used-cars+in+delhi-ncr,2.8 Lakh
4597,2017 Renault Duster,Diesel,"42,400 kms",1461,Manual,19.87 kmpl,5,Silver,83.8,Disc,Drum,-,1695,1822,4315,1777,-,156 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,7.25 Lakh
4598,2007 Honda City,Petrol,"1,05,000 kms",1497,Manual,17.7 kmpl,5,Black,78,Ventilated Disc,Drum,-,1495,1690,4390,-,-,173 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,1.35 Lakh
4599,2017 Maruti Baleno RS,Petrol,"38,000 kms",998,Manual,21.1 kmpl,5,Blue,100.5,Disc,Disc,-,1510,1745,3995,1360,-,186.08 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.5 Lakh
4600,2014 Audi A6,Diesel,"51,000 kms",1968,Automatic,17.68 kmpl,5,White,174.33,Ventilated Disc,Ventilated Disc,-,1455,2086,4915,2165,-,222 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,16.9 Lakh
4601,2021 Hyundai Verna,Petrol,"1,400 kms",1497,Automatic,18.45 kmpl,5,White,113.42,Disc,Drum,-,1475,1729,4440,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,13.35 Lakh
4602,2011 BMW Z4,Petrol,"12,000 kms",2979,Automatic,10.37 kmpl,2,White,306,Ventilated Disc,Ventilated Disc,-,1291,1790,4239,1855,-,250km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,31.75 Lakh
4603,2016 Maruti Ciaz,Diesel,"72,019 kms",1248,Manual,28.09 kmpl,5,Silver,88.5,Ventilated Disc,Drum,-,1485,1730,4490,1595,-,190 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.45 Lakh
4604,2010 Hyundai Santro Xing,Petrol,"75,000 kms",1086,Manual,17.92 kmpl,5,Red,62.1,Ventilated Disc,Drum,-,1590,1525,3565,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.65 Lakh
4605,2009 Mercedes-Benz S-Class,Diesel,"41,000 kms",2987,Automatic,13.0 kmpl,5,Grey,210,Ventilated Disc,Ventilated Disc,-,1473,1871,5206,2510,-,250 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,11.5 Lakh
4606,2016 Renault Duster,Diesel,"56,000 kms",1461,Manual,19.87 kmpl,5,Orange,83.8,Disc,Drum,-,1695,1822,4315,1777,-,156 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.48 Lakh
4607,2015 Honda City,Diesel,"40,002 kms",1498,Manual,25.1 kmpl,5,Red,98.6,Disc,Drum,-,1495,1695,4440,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,6.9 Lakh
4608,2014 Maruti Swift Dzire Tour,Petrol,"41,000 kms",1197,Manual,19.0 kmpl,5,White,85.8,Ventilated Disc,Drum,-,-,-,-,-,-,169 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,3.5 Lakh
4609,2011 Hyundai i10,Petrol,"69,000 kms",1197,Manual,20.36 kmpl,5,Silver,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.1 Lakh
4610,2015 Audi A3,Diesel,"55,012 kms",1968,Automatic,20.38 kmpl,5,White,143,Ventilated Disc,Disc,-,1416,1960,4456,1890,-,215 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,16 Lakh
4611,2013 Mahindra XUV500,Diesel,"82,000 kms",2179,Manual,15.1 kmpl,7,White,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.2 Lakh
4612,2016 Hyundai Grand i10,Petrol,"35,000 kms",1197,Manual,18.9 kmpl,5,Silver,81.86,Disc,Drum,-,1520,1660,3765,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,4.25 Lakh
4613,2019 Hyundai Creta,Petrol,"11,000 kms",1591,Automatic,13.0 kmpl,5,Silver,121.3,Disc,Drum,-,1630,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,14.45 Lakh
4614,2018 Maruti Baleno,Petrol,"7,000 kms",1197,Automatic,19.56 kmpl,5,Grey,81.8,Disc,Drum,-,1510,1745,3995,1360,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,7.15 Lakh
4615,2017 BMW X1,Diesel,"40,000 kms",1995,Automatic,20.68 kmpl,5,White,190,Disc,Disc,-,1612,2060,4439,-,-,219 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,25 Lakh
4616,2016 Renault KWID,Petrol,"46,000 kms",799,Manual,22.3 kmpl,5,Red,53.26,Disc,Drum,-,1474,1579,3731,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.5 Lakh
4617,2016 Jaguar F-Pace,Diesel,"57,000 kms",1999,Automatic,16.38 kmpl,5,Red,177,Disc,Disc,-,1651,2175,4731,2460,-,208 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,38.5 Lakh
4618,2017 Hyundai Creta,Petrol,"60,000 kms",1591,Manual,15.8 kmpl,5,Red,121.3,Disc,Drum,-,1665,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,8.25 Lakh
4619,2019 Maruti Ciaz,Petrol,"34,000 kms",1462,Manual,20.65 kmpl,5,Blue,103.25,Ventilated Disc,Drum,-,1485,1730,4490,1520 Kg,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,9.25 Lakh
4620,2019 Maruti Swift,Petrol,"11,000 kms",1197,Manual,20.4 kmpl,5,White,81.8,Ventilated Disc,Drum,-,1530,1735,3840,1315,-,165 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,5.2 Lakh
4621,2008 Toyota Corolla,Petrol,"1,87,000 kms",1794,Automatic,11.3 kmpl,5,-,125,Ventilated Disc,Solid Disc,-,"1,490","1,705","4,530","1,600",-,176 kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,1.4 Lakh
4622,2012 Maruti Swift Dzire,Petrol,"80,000 kms",1298,Manual,17.5 kmpl,5,White,85.8,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.45 Lakh
4623,2014 Mercedes-Benz E-Class,Diesel,"51,000 kms",2143,Automatic,14.21 kmpl,5,White,203,Ventilated Disc,Ventilated Disc,-,1471,1854,4868,-,-,242km/hr,https://www.cardekho.com/used-cars+in+delhi-ncr,20.75 Lakh
4624,2015 Volkswagen Polo,Diesel,"69,439 kms",1498,Manual,20.14 kmpl,5,Orange,88.8,Disc,Drum,-,1469,1682,3971,1620,-,163 Kmph,https://www.cardekho.com/used-cars+in+delhi-ncr,2.4 Lakh
4625,2011 Toyota Etios,Diesel,"1,41,920 kms",1364,Manual,23.59 kmpl,5,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,1.76 Lakh
4626,2013 Renault Duster,Diesel,"1,00,687 kms",1461,Manual,20.45 kmpl,5,White,83.8,Ventilated Disc,Drum,-,1695,1822,4315,1758,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,2.57 Lakh
4627,2013 Hyundai Verna,Diesel,"1,14,676 kms",1582,Manual,22.32 kmpl,5,purle,126.3,Disc,Disc,-,1475,1700,4370,-,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,3.33 Lakh
4628,2007 Maruti Wagon R,Petrol,"56,997 kms",1061,Manual,18.9 kmpl,5,S silver,67,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,-,https://www.cardekho.com/used-cars+in+delhi-ncr,"85,000"
