,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
123,2011 Hyundai i20 1.2 Magna Opt,"91,594 kms • Petrol • Manual",1197 ,17,5,Black,80 PS at 5200 rpm,Disc,Drum,295 Lit,1505 ,1710 ,3940 ,-,-,First Owner,2011,Power,₹ 3.81 Lakh
124,2013 Mini Cooper D,"39,000 kms • Diesel • Automatic",1998 ,23.8,5,Blue,112,Disc,Drum,350-litres,1561,1789,4097,1780,180 Kmph,Third Owner,2013,Power,₹ 16.50 Lakh
125,2014 Maruti Swift RS VXI,"58,331 kms • Petrol • Manual",1197 ,18.6,5,Blue,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2014,Power,₹ 5.43 Lakh
126,2021 Volkswagen Taigun 1.0 TSI Topline,"8,122 kms • Petrol • Manual",999 ,20.08,5,White,113.98,Disc,Drum,385,1612,1760,4221,1650,-,First Owner,2021,Electric,₹ 14.36 Lakh
127,2019 Toyota Yaris G CVT,"11,805 kms • Petrol • Automatic",1496 ,17.8,5,Black,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2019,Power,₹ 10.87 Lakh
128,2022 Jeep Compass 1.4 Limited Opt DCT,"5,233 kms • Petrol • Automatic",1368 ,14.1,5,Silver,160.77,Disc,Disc,-,1640,1818,4405,-,-,First Owner,2022,Power,₹ 26.95 Lakh
129,2021 Renault Kiger RXZ Turbo,"27,747 kms • Petrol • Manual",999 ,20.5,5,Blue,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 9.30 Lakh
130,2014 Ford Figo Petrol EXI,"71,000 kms • Petrol • Manual",1196 ,15.6,5,Silver,70,Ventilated Disc,Drum,284 Liters,1427,1680,3795,-,148km/hr,First Owner,2014,Power,₹ 3.50 Lakh
131,2012 Chevrolet Cruze LTZ,"79,000 kms • Diesel • Manual",1991 ,18.3,5,White,147.9,Disc,Disc,-,1477,1788,4597,-,-,Second Owner,2012,Power,₹ 4.85 Lakh
132,2017 Maruti Vitara Brezza LDi Option,"30,333 kms • Diesel • Manual",1248 ,24.3,5,Red,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2017,Power,₹ 8.45 Lakh
133,2013 Hyundai Verna 1.6 EX VTVT,"71,000 kms • Petrol • Manual",1591 ,17.01,5,Maroon,121.3,Disc,Drum,465-litre,1475,1700,4375,-,196km/hr,Second Owner,2013,Power,₹ 4.85 Lakh
134,2019 Ford Endeavour Titanium Plus 4X4,"50,000 kms • Diesel • Automatic",3198 ,14.2,7,Black,197,Disc,Disc,-,1837,1869,4903,-,-,First Owner,2019,Power,₹ 37.50 Lakh
135,2014 Chevrolet Cruze LTZ AT,"54,000 kms • Diesel • Automatic",1998 ,14.39,5,Black,163.7,Disc,Disc,-,1477,1788,4597,-,-,Second Owner,2014,Power,₹ 6.50 Lakh
136,2020 Skoda Superb LK 2.0 TDI AT,"14,819 kms • Diesel • Automatic",1984 ,18.19,5,Brown,174.5,Disc,Disc,625,1483,1864,4861,2060,-,First Owner,2020,Power,₹ 31.65 Lakh
137,2015 Honda Brio S MT,"62,000 kms • Petrol • Manual",1198 ,19.4,5,White,86.8,Disc,Drum,175-litres,1500,1680,3610,-,164 Kmph,First Owner,2015,Power,₹ 4.50 Lakh
138,2016 Maruti Baleno 1.2 Sigma,"37,000 kms • Petrol • Manual",1197 ,21.4,5,Blue,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,First Owner,2016,Power,₹ 6.15 Lakh
139,2016 Honda Amaze S Petrol,"28,051 kms • Petrol • Manual",1199 ,18.6,5,Golden Brown,88.76,Disc,Drum,420,1501,1695,3995,-,-,Second Owner,2016,Electric,₹ 4.85 Lakh
140,2020 Toyota Innova Crysta 2.4 ZX AT,"47,000 kms • Diesel • Automatic",2393 ,13.68,7,Burgundy,147.51,Disc,Drum,-,1795,1830,4735,2460,-,First Owner,2020,Power,₹ 26.50 Lakh
141,2021 Hyundai Venue SX Diesel Sport,"27,440 kms • Diesel • Manual",1493 ,23.7,5,Grey,98.6,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 11.87 Lakh
142,2021 Renault Kiger RXZ Turbo CVT DT,"15,933 kms • Petrol • Automatic",999 ,18.24,5,Blue,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 10.52 Lakh
143,2012 Hyundai i10 Sportz,"71,576 kms • Petrol • Manual",1197 ,20.36,5,Red,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,Second Owner,2012,Power,₹ 3.08 Lakh
144,2020 Hyundai Creta SX Opt Turbo,"13,375 kms • Petrol • Automatic",1353 ,-,5,White,138.12,Disc,Disc,-,1635,1790,4300,-,-,First Owner,2020,Power,₹ 18.75 Lakh
145,2018 Maruti Swift Dzire AMT ZXI Plus,"24,041 kms • Petrol • Automatic",1197 ,21.21,5,Grey,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,Second Owner,2018,Power,₹ 7.88 Lakh
146,2021 Hyundai i20 Sportz Turbo iMT,"13,610 kms • Petrol • Manual",998 ,20,5,Black,118.36,Disc,Drum,311,1505,1775,3995,-,-,First Owner,2021,Electric,₹ 9.19 Lakh
147,2020 Hyundai Venue S,"11,964 kms • Petrol • Manual",1197 ,17.52,5,Maroon,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2020,Electric,₹ 8.83 Lakh
148,2017 Honda BR-V i-VTEC S MT,"51,019 kms • Petrol • Manual",1497 ,15.4,7,White,117.3,Disc,Drum,223-litres,1666,1735,4453,-,-,First Owner,2017,Power,₹ 8.75 Lakh
149,2019 Kia Seltos GTX Plus DCT,"30,432 kms • Petrol • Automatic",1353 ,16.5,5,Red,138.08,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2019,Electric,₹ 15.02 Lakh
150,2016 Hyundai i20 Magna 1.2,"30,000 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 6 Lakh
151,2014 Tata Indica TDI LS,"1,90,000 kms • Diesel • Manual",1405 ,19.1,5,Silver,70,Disc,Drum,232-litres,1550,1695,3795,-,149 Kmph,Third Owner,2014,Power,₹ 1.50 Lakh
152,2018 Audi Q7 45 TDI Quattro Premium Plus,"16,400 kms • Diesel • Automatic",2967 ,14.75,7,Silver,245,Ventilated Disc,Ventilated Disc,890 litres,1740 ,2212 ,5052 ,2925 ,234 Kmph,First Owner,2018,Power,₹ 70.90 Lakh
153,2016 Hyundai i20 Sportz 1.2,"10,000 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 6.25 Lakh
154,2021 Skoda Kushaq 1.0 TSI Style Anniversary Edition,"33,000 kms • Petrol • Manual",999 ,19.2,5,Grey,113.98,Disc,Drum,385/1405,1612,1760,4225,1640 ,-,First Owner,2021,Electric,₹ 15.50 Lakh
155,2018 Hyundai i20 1.2 Asta,"33,714 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2018,Power,₹ 7.35 Lakh
156,2018 Toyota Fortuner 2.8 4WD AT,"1,01,800 kms • Diesel • Automatic",2755 ,15.04,7,Bronze,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2735Kg,157.3 kmph,First Owner,2018,Power,₹ 33.75 Lakh
157,2021 Kia Seltos HTX G,"47,624 kms • Petrol • Manual",1497 ,16.8,5,Black,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2021,Electric,₹ 15.45 Lakh
158,2019 Ford Ecosport 1.5 TDCi Trend BSIV,"58,000 kms • Diesel • Manual",1498 ,22.77,5,Brown,98.59,Ventilated Disc,Drum,346-litres,1708,1765,3999,-,182 Kmph,First Owner,2019,Power,₹ 8.65 Lakh
159,2021 Skoda Kushaq 1.0 TSI Style 4 Airbags AT,"11,675 kms • Petrol • Automatic",999 ,17.2,5,Orange,113.98,Disc,Drum,385/1405,1612,1760,4225,1660 ,-,First Owner,2021,Electric,₹ 15.65 Lakh
160,2021 Kia Seltos HTX Diesel,"21,961 kms • Diesel • Manual",1493 ,20.8,5,White,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2021,Electric,₹ 16.99 Lakh
161,2019 Maruti Baleno 1.2 Zeta,"17,213 kms • Petrol • Manual",1197 ,21.4,5,Silver,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,Second Owner,2019,Power,₹ 7.64 Lakh
162,2021 Toyota Yaris G CVT,"8,536 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 10.89 Lakh
163,2012 Honda City V MT Exclusive,"48,826 kms • Petrol • Manual",1497 ,16.8,5,Grey,116.3,Disc,Drum,506-litres,1485,1695,4440,-,,First Owner,2012,Power,₹ 5.08 Lakh
164,2020 BMW X1 sDrive20d xLine,"24,000 kms • Diesel • Automatic",1995 ,19.62,5,Black,187.74,Ventilated Disc,Ventilated Disc,-,1598,2060,4447,-,222 kmph,First Owner,2020,Power,₹ 42 Lakh
165,2020 Hyundai Santro Magna,"18,896 kms • Petrol • Manual",1086 ,20.3,5,Grey,68.05,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,First Owner,2020,Electric,₹ 5.14 Lakh
166,2021 Toyota Yaris G CVT,"10,181 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 10.84 Lakh
167,2021 Renault Kiger RXZ Turbo CVT,"32,236 kms • Petrol • Automatic",999 ,18.24,5,White,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 10.79 Lakh
168,2017 Toyota Innova Crysta Touring Sport 2.4 MT BSIV,"31,994 kms • Diesel • Manual",2393 ,13.68,7,Red,147.8,Disc,Drum,-,1795,1830,4735,2430,-,First Owner,2017,Power,₹ 21.45 Lakh
169,2021 Renault Kiger RXZ Turbo,"14,479 kms • Petrol • Manual",999 ,20.5,5,Blue,98.63,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 9.18 Lakh
170,2018 Skoda Rapid 1.6 MPI Style BSIV,"38,929 kms • Petrol • Manual",1598 ,14.3,5,Red,103.2,Disc,Drum,460,1466,1699,4413,1680Kg,185kmph,First Owner,2018,Power,₹ 9.85 Lakh
171,2022 BMW X4 xDrive30i M Sport Silver Shadow Edition,"1,800 kms • Petrol • Automatic",1998 ,12.81,5,Grey,248.08,solid disc,solid disc,-,1621,2138,4751,-,235kmph,First Owner,2022,Electric,₹ 82 Lakh
172,2022 Tata Nexon EV Prime XZ Plus Dark Edition,"5,220 kms • Electric • Automatic",0 ,-,5,Black,127,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2022,Electric,₹ 15.45 Lakh
173,2015 Jaguar XF 2.0 Litre Petrol,"36,000 kms • Petrol • Automatic",1999 ,10.8,5,White,237.4,Disc,Disc,540-litres,1460,1877,4961,2240,250 Kmph,First Owner,2015,Power,₹ 21.50 Lakh
174,2011 Hyundai i20 1.2 Asta,"81,000 kms • Petrol • Manual",1197 ,17,5,Silver,80 PS at 5200 rpm,Disk,Drum,-,1505 ,1710 ,3940 ,-,-,First Owner,2011,Power,₹ 4.25 Lakh
175,2014 Hyundai Verna 1.6 SX CRDI (O) AT,"76,000 kms • Diesel • Automatic",1582 ,22.32,5,White,126.32,Disc,Disc,465-litre,1475,1700,4370,-,190km/hr,Third Owner,2014,Power,₹ 6.75 Lakh
176,2014 Ford Ecosport 1.5 DV5 MT Titanium,"69,000 kms • Diesel • Manual",1498 ,22.7,5,Orange,89.84,Ventilated Disc,Drum,346-litres,1708,1765,3999,1740,182 Kmph,First Owner,2014,Power,₹ 6.50 Lakh
177,2017 Mahindra e2o Plus P6,"27,000 kms • Electric • Automatic",-,110,4,Maroon,25.4,Disc,Drum,135litres,1585,1575,3590,1260,80 kmph,First Owner,2017,Electric,₹ 5.45 Lakh
178,2018 Volvo XC60 Inscription D5 BSIV,"31,273 kms • Diesel • Automatic",1969 ,11.2,5,Brown,235,Disc,Disc,-,1658,1902 ,4688,-,220 kmph,First Owner,2018,Power,₹ 59.75 Lakh
179,2022 Honda City V MT,"27,894 kms • Petrol • Manual",1498 ,18.6,5,Maroon,119.35,Ventilated Disc,Drum,506,1489,1748,4549,1482-1528,-,First Owner,2022,Electric,₹ 11.85 Lakh
180,2021 Mahindra Thar LX 4-Str Convert Top AT,"12,157 kms • Petrol • Automatic",1997 ,15.2,4,Grey,150,Disc,Drum,-,1855,1855,3985,-,-,First Owner,2021,Power,₹ 16.99 Lakh
181,2021 Tata Nexon XZ Plus,"10,248 kms • Petrol • Manual",1199 ,17.33,5,Silver,118.35,Disc,Drum,350,1606,1811,3993,-,-,First Owner,2021,Electric,₹ 11.18 Lakh
182,2018 Tata Nexon 1.2 Revotron XMA,"21,878 kms • Petrol • Automatic",1198 ,17,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2018,Power,₹ 9.60 Lakh
183,2021 Toyota Yaris G CVT,"8,047 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 11.16 Lakh
184,2018 Maruti Swift ZXI Plus,"12,565 kms • Petrol • Manual",1197 ,21.21,5,Orange,81.80,Disc,Drum,268,1530,1735,3840,1315,-,Second Owner,2018,Electric,₹ 6.99 Lakh
185,2021 Mahindra Bolero Neo N10,"33,935 kms • Diesel • Manual",1493 ,17.29,7,Black,100,Disc,Drum,384,1817,1795,3995,2215,-,First Owner,2021,Power,₹ 11.23 Lakh
186,2011 Hyundai Santro Xing GL Plus,"69,873 kms • Petrol • Manual",1086 ,17.92,5,Grey,62.1,Ventilated Disc,Drum,-,1590,1525,3565,-,-,First Owner,2011,Power,₹ 2.95 Lakh
187,2020 Maruti SX4 S Cross Sigma,"34,858 kms • Petrol • Manual",1462 ,18.55,5,Blue,103.25,Ventilated Disc,Solid Disc,375,1595,1785,4300,1640,-,First Owner,2020,-,₹ 9.31 Lakh
188,2017 Skoda Superb LK 1.8 TSI AT,"45,400 kms • Petrol • Automatic",1798 ,14.67,5,Brown,177.46,Disc,Disc,625,1483,1864,4861,2030,-,First Owner,2017,Power,₹ 23.75 Lakh
189,2015 Mahindra XUV500 W6 1.99 mHawk,"9,683 kms • Diesel • Manual",1997 ,16,7,Grey,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2015,Power,₹ 11.12 Lakh
190,2015 Volkswagen Polo GT TSI,"53,000 kms • Petrol • Automatic",1197 ,17.21,5,Grey,103.6,Disc,Drum,280-liters,1469,1682,3971,1580 ,190 kmph,Second Owner,2015,Power,₹ 6.45 Lakh
191,2020 Mercedes-Benz GLE 300d,"44,403 kms • Diesel • Automatic",1950 ,-,5,Black,241.38,Ventilated Disc,Ventilated Disc,825-litres,1772,2157,4924,2910,225Kmph,First Owner,2020,Power,₹ 74.25 Lakh
192,2021 Hyundai Tucson GLS 4WD Diesel AT,"20,000 kms • Diesel • Automatic",1995 ,15.38,5,Blue,182.37,Disc,Disc,-,1660,1850,4480,-,-,First Owner,2021,Power,₹ 29.50 Lakh
193,2019 Skoda Kodiaq 2.0 TDI Style,"1,17,000 kms • Diesel • Automatic",1968 ,16.25,7,Black,148,Disc,Disc,270,1676,1882,4697,2449Kg,200.7 kmph,First Owner,2019,Power,₹ 26 Lakh
194,2012 Audi RS5 Coupe,"13,000 kms • Petrol • Automatic",4163 ,9,4,Red,443.8,Ventilated Disc,Ventilated Disc,-,1366,1860,4649,-,280km/hr,First Owner,2012,Power,₹ 33 Lakh
195,2016 Hyundai Creta 1.6 VTVT AT SX Plus,"18,885 kms • Petrol • Automatic",1591 ,13,5,Grey,121.3,Disc,Drum,400-litres,1630,1780,4270,-,-,First Owner,2016,Power,₹ 11.95 Lakh
196,2013 Nissan Sunny XL,"44,580 kms • Petrol • Manual",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,₹ 3.99 Lakh
197,2019 Honda Amaze V CVT Petrol BSIV,"12,064 kms • Petrol • Automatic",1199 ,19,5,White,88.76,Disc,Drum,420,1501,1695,3995,-,140 Kmph,Second Owner,2019,Power,₹ 8.35 Lakh
198,2013 Volkswagen Polo 1.2 MPI Highline,"87,992 kms • Petrol • Manual",1198 ,16.47,5,White,74,Disc,Drum,280-liters,1469,1682,3971,1520,165 kmph,First Owner,2013,Power,₹ 6.45 Lakh
199,2010 Toyota Fortuner 3.0 Diesel,"1,00,000 kms • Diesel • Manual",2982 ,11.5,7,Black,171 PS,Ventilated Disc,Leading-Trailing Drum,-,1850 ,1840 ,4695 ,2510 ,176 Kmph,Fourth Owner,2010,Power,₹ 9.50 Lakh
200,2015 Volkswagen Polo GT TSI,"55,308 kms • Petrol • Automatic",1197 ,17.21,5,Grey,103.6,Disc,Drum,280-liters,1469,1682,3971,1580 ,190 kmph,First Owner,2015,Power,₹ 7.99 Lakh
201,2020 Maruti S-Presso VXI Plus 2019-2022,"73,830 kms • Petrol • Manual",998 ,21.7,5,Silver,65.71,Ventilated Disc,Drum,-,1567,1520,3565,1170,-,First Owner,2020,Power,₹ 4.76 Lakh
202,2016 Hyundai i20 Asta Option 1.2,"27,000 kms • Petrol • Manual",1197 ,18.6,5,Grey,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2016,Power,₹ 7.40 Lakh
203,2019 Hyundai Venue SX Plus Turbo DCT BSIV,"15,342 kms • Petrol • Automatic",998 ,18.15,5,Silver,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,Second Owner,2019,Power,₹ 11.34 Lakh
204,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,"44,392 kms • Petrol • Manual",1197 ,18.9,5,Grey,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2017,Power,₹ 4.99 Lakh
205,2021 Toyota Yaris G CVT,"23,565 kms • Petrol • Automatic",1496 ,17.8,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2021,Power,₹ 10.47 Lakh
206,2018 Maruti Baleno 1.2 CVT Delta,"15,153 kms • Petrol • Automatic",1197 ,21.4,5,Black,83.1,Disc,Drum,339-litres,1510,1745,3995,1360,180 Kmph,First Owner,2018,Power,₹ 7.29 Lakh
207,2020 Kia Seltos HTX G,"17,139 kms • Petrol • Manual",1497 ,16.8,5,Maroon,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2020,Electric,₹ 14.39 Lakh
208,2015 Mahindra XUV500 W8 AWD,"87,000 kms • Diesel • Manual",2179 ,15.1,7,Black,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,175 kmph,First Owner,2015,Power,₹ 10.50 Lakh
209,2019 Maruti Celerio ZXI MT BSIV,"6,714 kms • Petrol • Manual",998 ,23.1,5,Red,67.04,Ventilated Disc,Drum,235-litres,1565,1600,3695,1250,150 Kmph,First Owner,2019,Power,₹ 5.25 Lakh
210,2016 Toyota Innova Crysta 2.4 ZX MT BSIV,"50,000 kms • Diesel • Manual",2393 ,13.68,7,Other,147.8,Disc,Drum,-,1795,1830,4735,2430,-,Second Owner,2016,Power,₹ 18.50 Lakh
211,2022 Volkswagen Polo 1.0 TSI Comfortline,"11,000 kms • Petrol • Manual",999 ,-,5,White,108.62,Disc,Drum,280,1469,1682,3971,1570Kg,-,First Owner,2022,Electronic,₹ 8 Lakh
212,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,"16,000 kms • Petrol • Automatic",1998 ,15.3,5,Black,254.79,Disc,Disc,-,-,-,-,-,250kmph,First Owner,2021,Electrical,₹ 58.95 Lakh
213,2015 Maruti Alto K10 VXI,"60,000 kms • Petrol • Manual",998 ,23.95,5,Orange,67.05,Ventilated Disc,Drum,177,1475,1515,3545,1210,145 Kmph,First Owner,2015,Power,₹ 3.30 Lakh
214,2018 Hyundai Creta 1.6 VTVT AT SX Plus,"42,812 kms • Petrol • Automatic",1591 ,13,5,White,121.3,Disc,Drum,400-litres,1630,1780,4270,-,-,Second Owner,2018,Power,₹ 13.65 Lakh
215,2020 MG Hector Plus Sharp DCT,"26,000 kms • Petrol • Automatic",1451 ,11.67,6,Black,141,Disc,Disc,155 L,1760,1835,4720,-,-,First Owner,2020,-,₹ 18.75 Lakh
216,2019 Hyundai Santro Sportz AMT BSIV,"14,862 kms • Petrol • Automatic",1086 ,20.3,5,Grey,68,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,First Owner,2019,Power,₹ 5.85 Lakh
217,2021 Hyundai Creta SX Opt IVT,"9,892 kms • Petrol • Automatic",1497 ,-,5,White,113.18,Disc,Disc,-,1635,1790,4300,-,-,First Owner,2021,Power,₹ 19.45 Lakh
218,2013 Mini Cooper Hatch,"21,000 kms • Petrol • Automatic",1598 ,15.6,5,Red,120.7,Disc,Drum,160 - 680-litres,1407,1683,3723,1565,197km/hr,Second Owner,2013,Power,₹ 20.95 Lakh
219,2013 Toyota Fortuner 4x2 4 Speed AT,"93,000 kms • Diesel • Automatic",2982 ,11.5,7,White,169,Ventilated Disc,Leading-Trailing Drum,-,1850,1840,4705,2505,-,First Owner,2013,Power,₹ 15.75 Lakh
220,2020 Mahindra XUV300 W8 Option Diesel BSIV,"31,575 kms • Diesel • Manual",1497 ,20,5,White,115,Disc,Disc,259 Litres,1627 ,1821 ,3995 ,-,175 kmph,First Owner,2020,Power,₹ 12.99 Lakh
221,2016 Maruti Swift Dzire VDI,"59,184 kms • Diesel • Manual",1248 ,28.4,5,Grey,74.02,Disc,Drum,378,1515,1735,3995,1405Kg,-,Second Owner,2016,Power,₹ 6.94 Lakh
222,2019 Renault KWID Climber 1.0 MT Opt BSIV,"44,517 kms • Petrol • Manual",999 ,23.01,5,Blue,67,Disc,Drum,279,1474,1579,3731,-,-,First Owner,2019,Power,₹ 4.89 Lakh
223,2020 Toyota Glanza G,"39,213 kms • Petrol • Manual",1197 ,21.01,5,Blue,81.80,Disc,Drum,339,1510,1745,3995,1340,-,Second Owner,2020,Electric,₹ 7.40 Lakh
224,2019 Jeep Compass 1.4 Limited Plus BSIV,"35,553 kms • Petrol • Automatic",1368 ,16,5,White,160.77,Disc,Discs,408-litres,1640,1818,4395,-,186.69 kmph,First Owner,2019,Power,₹ 20.99 Lakh
225,2021 Skoda Kushaq 1.0 TSI Active,"32,832 kms • Petrol • Manual",999 ,19.2,5,White,113.98,Disc,Drum,385/1405,1612,1760,4225,1640 ,-,First Owner,2021,Electric,₹ 12.21 Lakh
226,2021 Skoda Kushaq 1.5 TSI Style,"10,790 kms • Petrol • Manual",1498 ,17.95,5,White,147.51,Disc,Drum,385/1405,1612,1760,4225,1685 ,150.82,First Owner,2021,Electric,₹ 15.75 Lakh
227,2021 Renault Kiger RXZ,"5,186 kms • Petrol • Manual",999 ,19.17,5,Blue,71.01,Disc,Drum,405,1605,1750,3991,-,-,First Owner,2021,Electric,₹ 8.53 Lakh
228,2021 MG Hector Sharp DCT,"32,224 kms • Petrol • Automatic",1451 ,13.96,5,Silver,141,Disc,Disc,587,1760,1835,4655,-,-,First Owner,2021,-,₹ 17.45 Lakh
229,2018 Maruti Ignis 1.2 Zeta BSIV,"23,351 kms • Petrol • Manual",1197 ,20.89,5,Blue,81.80,Disc,Drum,260-litres,1595,1690,3700,-,-,First Owner,2018,Electrical,₹ 6.72 Lakh
230,2007 Maruti SX4 Zxi with Leather BSIII,"90,000 kms • Petrol • Manual",1586 ,15.6,5,Gold,104.68,Ventilated Disc,Drum,505 litres,1570,1735,4490,-,177 kmph,First Owner,2007,Power,₹ 2.50 Lakh
231,2009 BMW 5 Series 525i,"36,000 kms • Petrol • Automatic",2497 ,10.8,5,Black,215,Disc,Disc,-,1468,1846,4841,2090,242 kmph,Second Owner,2009,Power,₹ 12.45 Lakh
232,2022 Kia Seltos HTK Plus Diesel,"6,835 kms • Diesel • Manual",1493 ,-,5,Red,113.43,Disc,Disc,433,1645,1800,4315,-,-,First Owner,2022,Electric,₹ 15.99 Lakh
233,2018 Toyota Fortuner 2.8 2WD MT BSIV,"1,81,000 kms • Diesel • Manual",2755 ,14.24,7,White,174.5,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2610Kg,-,First Owner,2018,Power,₹ 33.25 Lakh
234,2017 Hyundai i20 Active SX Petrol,"52,000 kms • Petrol • Manual",1197 ,17.19,5,Golden,81.86,Disc,Drum,285-litres,1555,1760,3995,-,-,First Owner,2017,Power,₹ 7.75 Lakh
235,2020 Mahindra Thar LX 4-Str Convert Top Diesel AT,"22,000 kms • Diesel • Automatic",2184 ,-,4,Black,130,Disc,Drum,-,1855,1855,3985,-,-,First Owner,2020,Power,₹ 16.75 Lakh
236,2018 Skoda Octavia 1.8 TSI AT L K,"23,524 kms • Petrol • Automatic",1798 ,15.1,5,Grey,178,Disc,Disc,590,1476,1814,4670,1860,220 Kmph,First Owner,2018,Power,₹ 22.45 Lakh
237,2008 Honda Accord VTi-L (MT),"90,000 kms • Petrol • Manual",2354 ,11.9,5,White,144,Ventilated Disc,Disc,420 litres,1465,1820,4870,1870,206 kmph,Third Owner,2008,Power,₹ 7 Lakh
238,2019 Hyundai Venue SX Plus Turbo DCT DT,"31,000 kms • Petrol • Automatic",998 ,18.15,5,White,118.35,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,Second Owner,2019,Electric,₹ 12 Lakh
239,2017 Maruti Wagon R VXI AMT,"22,000 kms • Petrol • Automatic",998 ,21.79,5,White,67.05,Disc,Drum,341 Litres,1675 ,1620 ,3655 ,1340,-,Second Owner,2017,Power,₹ 5.20 Lakh
240,2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,"29,861 kms • Petrol • Automatic",1999 ,12.95,5,Black,152.88,Disc,Disc,513,1660,1850,4475,-,-,First Owner,2019,Power,₹ 23.99 Lakh
241,2017 Maruti Celerio ZXI AT,"23,048 kms • Petrol • Automatic",998 ,23.1,5,Grey,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2017,Power,₹ 5.22 Lakh
242,2011 Hyundai Verna 1.6 CRDi EX MT,"94,936 kms • Diesel • Manual",1582 ,22.32,5,White,126.3,Disc,Disc,-,1475,1700,4370,-,-,Second Owner,2011,Power,₹ 4.50 Lakh
243,2018 Maruti Swift Dzire AMT VXI,"44,229 kms • Petrol • Automatic",1197 ,21.21,5,Brown,81.80,Disc,Drum,378,1515,1735,3995,1315Kg,-,First Owner,2018,Power,₹ 7.14 Lakh
244,2020 Jeep Compass 1.4 Limited Plus,"20,919 kms • Petrol • Automatic",1368 ,14.1,5,Silver,160.77,Disc,Discs,408-litres,1640,1818,4395,-,186.69 kmph,First Owner,2020,Power,₹ 20.99 Lakh
245,2020 Kia Seltos GTX Plus,"43,748 kms • Petrol • Manual",1353 ,16.5,5,White,138.08,Disc,Disc,433,1645,1800,4315,-,-,Second Owner,2020,Electric,₹ 16.21 Lakh
246,2019 Hyundai Grand i10 1.2 Kappa Asta,"41,296 kms • Petrol • Manual",1197 ,18.9,5,White,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,First Owner,2019,Power,₹ 6.21 Lakh
